Timestamp, COUNTER_MEMS, INTERPOLATED_MEMS, Q0, Q1, Q2, Q3, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ
1572913276.4049, 31, 0, 0.436915, -0.525757, -0.445801, -0.577881, 0.988296, 0.064942, 0.034668, -76.115053, -73.871977, 63.404288
1572913276.4206, 32, 0, 0.43697, -0.525696, -0.44574, -0.577942, 0.989761, 0.059083, 0.049317, -75.367361, -75.068284, 63.703365
1572913276.4363, 33, 0, 0.437022, -0.525757, -0.445618, -0.577942, 0.988296, 0.064942, 0.034668, -75.068284, -72.974746, 65.497826
1572913276.4518, 34, 0, 0.436915, -0.525757, -0.445801, -0.577881, 0.994156, 0.050782, 0.047852, -75.965515, -73.423362, 63.852903
1572913276.4673, 35, 0, 0.437109, -0.525818, -0.445618, -0.57782, 0.988296, 0.064942, 0.034668, -75.068284, -72.974746, 65.497826
1572913276.4828, 36, 0, 0.437036, -0.525879, -0.445618, -0.57782, 0.994156, 0.050782, 0.047852, -75.965515, -73.423362, 63.852903
1572913276.4983, 37, 0, 0.437179, -0.525879, -0.445557, -0.577759, 0.99855, 0.06836, 0.048829, -76.713207, -73.423362, 64.600595
1572913276.514, 38, 0, 0.437124, -0.52594, -0.445618, -0.577698, 0.988296, 0.045411, 0.041505, -73.273823, -73.124285, 64.451057
1572913276.5297, 39, 0, 0.437285, -0.52594, -0.445618, -0.577576, 0.99855, 0.06836, 0.048829, -76.713207, -73.423362, 64.600595
1572913276.5454, 40, 0, 0.437355, -0.526001, -0.445557, -0.577515, 0.988296, 0.045411, 0.041505, -73.273823, -73.124285, 64.451057
1572913276.5611, 41, 0, 0.437516, -0.526001, -0.445557, -0.577393, 0.995621, 0.048341, 0.047852, -75.666438, -73.124285, 63.404288
1572913276.5768, 42, 0, 0.437567, -0.526123, -0.445679, -0.577148, 0.985855, 0.047364, 0.038575, -74.769207, -73.423362, 63.553826
1572913276.5925, 43, 0, 0.437757, -0.526062, -0.445801, -0.576965, 0.995621, 0.048341, 0.047852, -75.516899, -72.675669, 63.852903
1572913276.6082, 44, 0, 0.437805, -0.526001, -0.445984, -0.576843, 0.985855, 0.047364, 0.038575, -74.769207, -73.423362, 63.553826
1572913276.6239, 45, 0, 0.437845, -0.525879, -0.446167, -0.576782, 0.974136, 0.062501, 0.044434, -75.516899, -73.423362, 63.852903
1572913276.6397, 46, 0, 0.437783, -0.525879, -0.446228, -0.576782, 0.974624, 0.047852, 0.056153, -75.965515, -74.47013, 65.04921
1572913276.6552, 47, 0, 0.437886, -0.525757, -0.44635, -0.576721, 0.974136, 0.062501, 0.044434, -75.965515, -72.974746, 63.553826
1572913276.6707, 48, 0, 0.437984, -0.525757, -0.446411, -0.576599, 0.974624, 0.047852, 0.056153, -76.115053, -73.5729, 63.404288
1572913276.6862, 49, 0, 0.437991, -0.525818, -0.446411, -0.576538, 0.991714, 0.044434, 0.044923, -74.918746, -73.5729, 63.703365
1572913276.7017, 50, 0, 0.437886, -0.525757, -0.44635, -0.576721, 0.974136, 0.062501, 0.044434, -74.918746, -71.628901, 62.507057
1572913276.7174, 51, 0, 0.438101, -0.525757, -0.446533, -0.576416, 0.994644, 0.046876, 0.042969, -75.965515, -72.974746, 63.553826
